Scaffold	Position	GC_Content	AT_Content
651kb_full_HGT_region	137000	36.10	63.90
651kb_full_HGT_region	138000	36.30	63.70
651kb_full_HGT_region	139000	31.70	68.30
651kb_full_HGT_region	140000	35.70	64.30
651kb_full_HGT_region	141000	37.65	62.35
651kb_full_HGT_region	142000	34.85	65.15
651kb_full_HGT_region	143000	33.55	66.45
651kb_full_HGT_region	144000	32.85	67.15
651kb_full_HGT_region	145000	33.35	66.65
651kb_full_HGT_region	146000	32.55	67.45
651kb_full_HGT_region	147000	34.50	65.50
651kb_full_HGT_region	148000	36.10	63.90
651kb_full_HGT_region	149000	36.60	63.40
651kb_full_HGT_region	150000	35.25	64.75
651kb_full_HGT_region	151000	34.65	65.35
651kb_full_HGT_region	152000	35.85	64.15
651kb_full_HGT_region	153000	37.10	62.90
651kb_full_HGT_region	154000	38.65	61.35
651kb_full_HGT_region	155000	37.30	62.70
651kb_full_HGT_region	156000	36.70	63.30
651kb_full_HGT_region	157000	38.20	61.80
651kb_full_HGT_region	158000	37.55	62.45
651kb_full_HGT_region	159000	34.90	65.10
651kb_full_HGT_region	160000	36.50	63.50
651kb_full_HGT_region	161000	36.15	63.85
651kb_full_HGT_region	162000	33.65	66.35
651kb_full_HGT_region	163000	34.70	65.30
651kb_full_HGT_region	164000	38.60	61.40
651kb_full_HGT_region	165000	39.25	60.75
651kb_full_HGT_region	166000	37.95	62.05
651kb_full_HGT_region	167000	39.55	60.45
651kb_full_HGT_region	168000	37.30	62.70
651kb_full_HGT_region	169000	35.50	64.50
651kb_full_HGT_region	170000	34.30	65.70
651kb_full_HGT_region	171000	33.85	66.15
651kb_full_HGT_region	172000	36.10	63.90
651kb_full_HGT_region	173000	35.40	64.60
651kb_full_HGT_region	174000	37.25	62.75
651kb_full_HGT_region	175000	38.95	61.05
651kb_full_HGT_region	176000	37.20	62.80
651kb_full_HGT_region	177000	35.55	64.45
651kb_full_HGT_region	178000	33.70	66.30
651kb_full_HGT_region	179000	32.10	67.90
651kb_full_HGT_region	180000	33.40	66.60
651kb_full_HGT_region	181000	35.25	64.75
651kb_full_HGT_region	182000	34.75	65.25
651kb_full_HGT_region	183000	34.80	65.20
651kb_full_HGT_region	184000	35.55	64.45
651kb_full_HGT_region	185000	36.50	63.50
651kb_full_HGT_region	186000	34.55	65.45
651kb_full_HGT_region	187000	34.50	65.50
651kb_full_HGT_region	188000	39.60	60.40
651kb_full_HGT_region	189000	41.70	58.30
651kb_full_HGT_region	190000	37.65	62.35
651kb_full_HGT_region	191000	34.80	65.20
651kb_full_HGT_region	192000	38.20	61.80
651kb_full_HGT_region	193000	40.50	59.50
651kb_full_HGT_region	194000	38.15	61.85
651kb_full_HGT_region	195000	37.05	62.95
651kb_full_HGT_region	196000	36.60	63.40
651kb_full_HGT_region	197000	35.70	64.30
651kb_full_HGT_region	198000	35.00	65.00
651kb_full_HGT_region	199000	35.70	64.30
651kb_full_HGT_region	200000	39.80	60.20
651kb_full_HGT_region	201000	39.95	60.05
651kb_full_HGT_region	202000	36.85	63.15
651kb_full_HGT_region	203000	36.00	64.00
651kb_full_HGT_region	204000	35.80	64.20
651kb_full_HGT_region	205000	34.25	65.75
651kb_full_HGT_region	206000	33.45	66.55
651kb_full_HGT_region	207000	34.05	65.95
651kb_full_HGT_region	208000	35.60	64.40
651kb_full_HGT_region	209000	36.95	63.05
651kb_full_HGT_region	210000	36.45	63.55
651kb_full_HGT_region	211000	34.85	65.15
651kb_full_HGT_region	212000	37.00	63.00
651kb_full_HGT_region	213000	40.25	59.75
651kb_full_HGT_region	214000	37.50	62.50
651kb_full_HGT_region	215000	35.25	64.75
651kb_full_HGT_region	216000	35.05	64.95
651kb_full_HGT_region	217000	35.25	64.75
651kb_full_HGT_region	218000	38.00	62.00
651kb_full_HGT_region	219000	35.85	64.15
651kb_full_HGT_region	220000	31.45	68.55
651kb_full_HGT_region	221000	30.05	69.95
651kb_full_HGT_region	222000	30.65	69.35
651kb_full_HGT_region	223000	32.55	67.45
651kb_full_HGT_region	224000	33.50	66.50
651kb_full_HGT_region	225000	32.30	67.70
651kb_full_HGT_region	226000	27.60	72.40
651kb_full_HGT_region	227000	28.20	71.80
651kb_full_HGT_region	228000	31.00	69.00
651kb_full_HGT_region	229000	31.30	68.70
651kb_full_HGT_region	230000	30.65	69.35
651kb_full_HGT_region	231000	32.70	67.30
651kb_full_HGT_region	232000	35.60	64.40
651kb_full_HGT_region	233000	35.15	64.85
651kb_full_HGT_region	234000	35.05	64.95
651kb_full_HGT_region	235000	33.90	66.10
651kb_full_HGT_region	236000	34.15	65.85
651kb_full_HGT_region	237000	35.05	64.95
651kb_full_HGT_region	238000	32.80	67.20
651kb_full_HGT_region	239000	32.95	67.05
651kb_full_HGT_region	240000	32.40	67.60
651kb_full_HGT_region	241000	33.25	66.75
651kb_full_HGT_region	242000	35.45	64.55
651kb_full_HGT_region	243000	34.85	65.15
651kb_full_HGT_region	244000	32.40	67.60
651kb_full_HGT_region	245000	32.00	68.00
651kb_full_HGT_region	246000	32.80	67.20
651kb_full_HGT_region	247000	32.75	67.25
651kb_full_HGT_region	248000	33.20	66.80
651kb_full_HGT_region	249000	31.80	68.20
651kb_full_HGT_region	250000	31.25	68.75
651kb_full_HGT_region	251000	32.70	67.30
651kb_full_HGT_region	252000	32.85	67.15
651kb_full_HGT_region	253000	30.35	69.65
651kb_full_HGT_region	254000	28.45	71.55
651kb_full_HGT_region	255000	29.10	70.90
651kb_full_HGT_region	256000	30.75	69.25
651kb_full_HGT_region	257000	34.30	65.70
651kb_full_HGT_region	258000	37.95	62.05
651kb_full_HGT_region	259000	36.35	63.65
651kb_full_HGT_region	260000	34.60	65.40
651kb_full_HGT_region	261000	32.20	67.80
651kb_full_HGT_region	262000	32.10	67.90
651kb_full_HGT_region	263000	33.35	66.65
651kb_full_HGT_region	264000	29.85	70.15
651kb_full_HGT_region	265000	31.45	68.55
651kb_full_HGT_region	266000	33.25	66.75
651kb_full_HGT_region	267000	30.50	69.50
651kb_full_HGT_region	268000	30.75	69.25
651kb_full_HGT_region	269000	32.10	67.90
651kb_full_HGT_region	270000	31.95	68.05
651kb_full_HGT_region	271000	29.65	70.35
651kb_full_HGT_region	272000	30.75	69.25
651kb_full_HGT_region	273000	35.35	64.65
651kb_full_HGT_region	274000	37.75	62.25
651kb_full_HGT_region	275000	36.25	63.75
651kb_full_HGT_region	276000	34.25	65.75
651kb_full_HGT_region	277000	36.05	63.95
651kb_full_HGT_region	278000	34.80	65.20
651kb_full_HGT_region	279000	34.10	65.90
651kb_full_HGT_region	280000	33.00	67.00
651kb_full_HGT_region	281000	31.85	68.15
651kb_full_HGT_region	282000	35.65	64.35
651kb_full_HGT_region	283000	33.95	66.05
651kb_full_HGT_region	284000	32.50	67.50
651kb_full_HGT_region	285000	37.30	62.70
651kb_full_HGT_region	286000	37.80	62.20
651kb_full_HGT_region	287000	33.20	66.80
651kb_full_HGT_region	288000	32.70	67.30
651kb_full_HGT_region	289000	36.90	63.10
651kb_full_HGT_region	290000	38.70	61.30
651kb_full_HGT_region	291000	36.70	63.30
651kb_full_HGT_region	292000	33.75	66.25
651kb_full_HGT_region	293000	30.65	69.35
651kb_full_HGT_region	294000	30.65	69.35
651kb_full_HGT_region	295000	33.70	66.30
651kb_full_HGT_region	296000	32.55	67.45
651kb_full_HGT_region	297000	33.15	66.85
651kb_full_HGT_region	298000	35.20	64.80
651kb_full_HGT_region	299000	34.00	66.00
651kb_full_HGT_region	300000	32.60	67.40
651kb_full_HGT_region	301000	31.65	68.35
651kb_full_HGT_region	302000	35.85	64.15
651kb_full_HGT_region	303000	38.00	62.00
651kb_full_HGT_region	304000	34.65	65.35
651kb_full_HGT_region	305000	31.55	68.45
651kb_full_HGT_region	306000	30.35	69.65
651kb_full_HGT_region	307000	32.40	67.60
651kb_full_HGT_region	308000	34.00	66.00
651kb_full_HGT_region	309000	32.50	67.50
651kb_full_HGT_region	310000	32.30	67.70
651kb_full_HGT_region	311000	34.20	65.80
651kb_full_HGT_region	312000	38.30	61.70
651kb_full_HGT_region	313000	38.25	61.75
651kb_full_HGT_region	314000	33.70	66.30
651kb_full_HGT_region	315000	35.40	64.60
651kb_full_HGT_region	316000	35.25	64.75
651kb_full_HGT_region	317000	31.40	68.60
651kb_full_HGT_region	318000	33.95	66.05
651kb_full_HGT_region	319000	36.30	63.70
651kb_full_HGT_region	320000	33.95	66.05
651kb_full_HGT_region	321000	36.45	63.55
651kb_full_HGT_region	322000	36.80	53.20
651kb_full_HGT_region	323000	34.30	55.70
651kb_full_HGT_region	324000	35.05	64.95
651kb_full_HGT_region	325000	34.15	65.85
651kb_full_HGT_region	326000	34.20	65.80
651kb_full_HGT_region	327000	33.15	66.85
651kb_full_HGT_region	328000	32.80	67.20
651kb_full_HGT_region	329000	34.00	66.00
651kb_full_HGT_region	330000	33.25	66.75
651kb_full_HGT_region	331000	31.70	68.30
651kb_full_HGT_region	332000	32.60	67.40
651kb_full_HGT_region	333000	34.85	65.15
651kb_full_HGT_region	334000	31.45	68.55
651kb_full_HGT_region	335000	28.10	71.90
651kb_full_HGT_region	336000	31.05	68.95
651kb_full_HGT_region	337000	30.70	69.30
651kb_full_HGT_region	338000	30.25	69.75
651kb_full_HGT_region	339000	32.75	67.25
651kb_full_HGT_region	340000	33.45	66.55
651kb_full_HGT_region	341000	35.85	64.15
651kb_full_HGT_region	342000	34.90	65.10
651kb_full_HGT_region	343000	29.20	70.80
651kb_full_HGT_region	344000	26.55	73.45
651kb_full_HGT_region	345000	26.20	73.80
651kb_full_HGT_region	346000	29.55	70.45
651kb_full_HGT_region	347000	33.20	66.80
651kb_full_HGT_region	348000	32.75	67.25
651kb_full_HGT_region	349000	33.50	66.50
651kb_full_HGT_region	350000	36.20	63.80
651kb_full_HGT_region	351000	35.25	64.75
651kb_full_HGT_region	352000	35.00	65.00
651kb_full_HGT_region	353000	38.90	61.10
651kb_full_HGT_region	354000	34.65	65.35
651kb_full_HGT_region	355000	32.80	67.20
651kb_full_HGT_region	356000	36.05	63.95
651kb_full_HGT_region	357000	32.95	67.05
651kb_full_HGT_region	358000	33.30	66.70
651kb_full_HGT_region	359000	38.10	61.90
651kb_full_HGT_region	360000	39.30	60.70
651kb_full_HGT_region	361000	36.60	63.40
651kb_full_HGT_region	362000	33.00	67.00
651kb_full_HGT_region	363000	29.65	70.35
651kb_full_HGT_region	364000	30.30	69.70
651kb_full_HGT_region	365000	30.00	70.00
651kb_full_HGT_region	366000	29.15	70.85
651kb_full_HGT_region	367000	32.95	67.05
651kb_full_HGT_region	368000	35.55	64.45
651kb_full_HGT_region	369000	35.25	64.75
651kb_full_HGT_region	370000	38.80	61.20
651kb_full_HGT_region	371000	39.50	60.50
651kb_full_HGT_region	372000	32.25	67.75
651kb_full_HGT_region	373000	30.05	69.95
651kb_full_HGT_region	374000	31.55	68.45
651kb_full_HGT_region	375000	33.40	66.60
651kb_full_HGT_region	376000	32.30	67.70
651kb_full_HGT_region	377000	32.90	67.10
651kb_full_HGT_region	378000	44.10	55.90
651kb_full_HGT_region	379000	43.90	56.10
651kb_full_HGT_region	380000	32.90	67.10
651kb_full_HGT_region	381000	32.50	67.50
651kb_full_HGT_region	382000	34.35	65.65
651kb_full_HGT_region	383000	33.70	66.30
651kb_full_HGT_region	384000	35.15	64.85
651kb_full_HGT_region	385000	35.40	64.60
651kb_full_HGT_region	386000	36.20	63.80
651kb_full_HGT_region	387000	38.45	61.55
651kb_full_HGT_region	388000	43.85	56.15
651kb_full_HGT_region	389000	47.60	52.40
651kb_full_HGT_region	390000	47.00	53.00
651kb_full_HGT_region	391000	43.50	56.50
651kb_full_HGT_region	392000	36.05	63.95
651kb_full_HGT_region	393000	33.60	66.40
651kb_full_HGT_region	394000	35.15	64.85
651kb_full_HGT_region	395000	32.10	67.90
651kb_full_HGT_region	396000	29.95	70.05
651kb_full_HGT_region	397000	32.90	67.10
651kb_full_HGT_region	398000	35.30	64.70
651kb_full_HGT_region	399000	35.55	64.45
651kb_full_HGT_region	400000	33.65	66.35
651kb_full_HGT_region	401000	32.25	67.75
651kb_full_HGT_region	402000	33.10	66.90
651kb_full_HGT_region	403000	34.85	65.15
651kb_full_HGT_region	404000	34.30	65.70
651kb_full_HGT_region	405000	35.90	64.10
651kb_full_HGT_region	406000	33.85	66.15
651kb_full_HGT_region	407000	29.80	70.20
651kb_full_HGT_region	408000	31.05	68.95
651kb_full_HGT_region	409000	33.25	66.75
651kb_full_HGT_region	410000	33.50	66.50
651kb_full_HGT_region	411000	34.70	65.30
651kb_full_HGT_region	412000	37.05	62.95
651kb_full_HGT_region	413000	35.65	64.35
651kb_full_HGT_region	414000	33.40	66.60
651kb_full_HGT_region	415000	33.50	66.50
651kb_full_HGT_region	416000	36.35	63.65
651kb_full_HGT_region	417000	37.85	62.15
651kb_full_HGT_region	418000	37.30	62.70
651kb_full_HGT_region	419000	34.90	65.10
651kb_full_HGT_region	420000	34.85	65.15
651kb_full_HGT_region	421000	37.10	62.90
651kb_full_HGT_region	422000	32.20	67.80
651kb_full_HGT_region	423000	30.20	69.80
651kb_full_HGT_region	424000	35.25	64.75
651kb_full_HGT_region	425000	38.60	61.40
651kb_full_HGT_region	426000	38.65	61.35
651kb_full_HGT_region	427000	36.30	63.70
651kb_full_HGT_region	428000	36.70	63.30
651kb_full_HGT_region	429000	39.20	60.80
651kb_full_HGT_region	430000	39.65	60.35
651kb_full_HGT_region	431000	37.65	62.35
651kb_full_HGT_region	432000	36.65	63.35
651kb_full_HGT_region	433000	32.45	67.55
651kb_full_HGT_region	434000	34.35	65.65
651kb_full_HGT_region	435000	35.35	64.65
651kb_full_HGT_region	436000	34.35	65.65
651kb_full_HGT_region	437000	36.45	63.55
651kb_full_HGT_region	438000	34.70	65.30
651kb_full_HGT_region	439000	34.45	65.55
651kb_full_HGT_region	440000	34.10	65.90
651kb_full_HGT_region	441000	35.40	64.60
651kb_full_HGT_region	442000	36.00	64.00
651kb_full_HGT_region	443000	34.45	65.55
651kb_full_HGT_region	444000	34.20	65.80
651kb_full_HGT_region	445000	36.15	63.85
651kb_full_HGT_region	446000	36.95	63.05
651kb_full_HGT_region	447000	39.60	60.40
651kb_full_HGT_region	448000	41.15	58.85
651kb_full_HGT_region	449000	38.30	61.70
651kb_full_HGT_region	450000	36.40	63.60
651kb_full_HGT_region	451000	35.55	64.45
651kb_full_HGT_region	452000	35.45	64.55
651kb_full_HGT_region	453000	33.40	66.60
651kb_full_HGT_region	454000	31.30	68.70
651kb_full_HGT_region	455000	32.80	67.20
651kb_full_HGT_region	456000	33.90	66.10
651kb_full_HGT_region	457000	34.85	65.15
651kb_full_HGT_region	458000	36.95	63.05
651kb_full_HGT_region	459000	37.50	62.50
651kb_full_HGT_region	460000	35.05	64.95
651kb_full_HGT_region	461000	32.50	67.50
651kb_full_HGT_region	462000	34.90	65.10
651kb_full_HGT_region	463000	35.20	64.80
651kb_full_HGT_region	464000	36.10	63.90
651kb_full_HGT_region	465000	37.60	62.40
651kb_full_HGT_region	466000	35.40	64.60
651kb_full_HGT_region	467000	34.20	65.80
651kb_full_HGT_region	468000	33.55	66.45
651kb_full_HGT_region	469000	31.55	68.45
651kb_full_HGT_region	470000	31.15	68.85
651kb_full_HGT_region	471000	33.10	66.90
651kb_full_HGT_region	472000	32.90	67.10
651kb_full_HGT_region	473000	34.10	65.90
651kb_full_HGT_region	474000	35.20	64.80
651kb_full_HGT_region	475000	33.25	66.75
651kb_full_HGT_region	476000	32.45	67.55
651kb_full_HGT_region	477000	31.70	68.30
651kb_full_HGT_region	478000	31.90	68.10
651kb_full_HGT_region	479000	34.70	65.30
651kb_full_HGT_region	480000	32.85	67.15
651kb_full_HGT_region	481000	32.15	67.85
651kb_full_HGT_region	482000	31.05	68.95
651kb_full_HGT_region	483000	30.60	69.40
651kb_full_HGT_region	484000	33.10	66.90
651kb_full_HGT_region	485000	35.10	64.90
651kb_full_HGT_region	486000	34.50	65.50
651kb_full_HGT_region	487000	30.75	69.25
651kb_full_HGT_region	488000	31.00	69.00
651kb_full_HGT_region	489000	32.75	67.25
651kb_full_HGT_region	490000	33.75	66.25
651kb_full_HGT_region	491000	36.15	63.85
651kb_full_HGT_region	492000	36.65	63.35
651kb_full_HGT_region	493000	35.10	64.90
651kb_full_HGT_region	494000	36.25	63.75
651kb_full_HGT_region	495000	37.20	62.80
651kb_full_HGT_region	496000	34.25	65.75
651kb_full_HGT_region	497000	32.35	67.65
651kb_full_HGT_region	498000	32.00	68.00
651kb_full_HGT_region	499000	31.05	68.95
651kb_full_HGT_region	500000	32.65	67.35
651kb_full_HGT_region	501000	33.35	66.65
651kb_full_HGT_region	502000	33.05	66.95
651kb_full_HGT_region	503000	32.30	67.70
651kb_full_HGT_region	504000	31.20	68.80
651kb_full_HGT_region	505000	34.15	65.85
651kb_full_HGT_region	506000	34.75	65.25
651kb_full_HGT_region	507000	32.15	67.85
651kb_full_HGT_region	508000	31.45	68.55
651kb_full_HGT_region	509000	35.25	64.75
651kb_full_HGT_region	510000	37.05	62.95
651kb_full_HGT_region	511000	36.35	63.65
651kb_full_HGT_region	512000	38.00	62.00
651kb_full_HGT_region	513000	35.95	64.05
651kb_full_HGT_region	514000	36.40	63.60
651kb_full_HGT_region	515000	38.50	61.50
651kb_full_HGT_region	516000	37.50	62.50
651kb_full_HGT_region	517000	35.50	64.50
651kb_full_HGT_region	518000	35.25	64.75
651kb_full_HGT_region	519000	35.50	64.50
651kb_full_HGT_region	520000	34.15	65.85
651kb_full_HGT_region	521000	31.85	68.15
651kb_full_HGT_region	522000	33.40	66.60
651kb_full_HGT_region	523000	36.45	63.55
651kb_full_HGT_region	524000	36.60	63.40
651kb_full_HGT_region	525000	35.55	64.45
651kb_full_HGT_region	526000	34.40	65.60
651kb_full_HGT_region	527000	35.40	64.60
651kb_full_HGT_region	528000	35.80	64.20
651kb_full_HGT_region	529000	35.45	64.55
651kb_full_HGT_region	530000	37.65	62.35
651kb_full_HGT_region	531000	37.00	63.00
651kb_full_HGT_region	532000	35.05	64.95
651kb_full_HGT_region	533000	35.30	64.70
651kb_full_HGT_region	534000	36.10	63.90
651kb_full_HGT_region	535000	36.30	63.70
651kb_full_HGT_region	536000	35.45	64.55
651kb_full_HGT_region	537000	36.65	63.35
651kb_full_HGT_region	538000	37.70	62.30
651kb_full_HGT_region	539000	34.75	65.25
651kb_full_HGT_region	540000	34.35	65.65
651kb_full_HGT_region	541000	37.95	62.05
651kb_full_HGT_region	542000	38.75	61.25
651kb_full_HGT_region	543000	39.80	60.20
651kb_full_HGT_region	544000	44.05	55.95
651kb_full_HGT_region	545000	48.00	52.00
651kb_full_HGT_region	546000	47.95	52.05
651kb_full_HGT_region	547000	46.20	53.80
651kb_full_HGT_region	548000	46.25	53.75
651kb_full_HGT_region	549000	48.25	51.75
651kb_full_HGT_region	550000	48.20	51.80
651kb_full_HGT_region	551000	47.30	52.70
651kb_full_HGT_region	552000	43.00	57.00
651kb_full_HGT_region	553000	40.30	59.70
651kb_full_HGT_region	554000	39.30	60.70
651kb_full_HGT_region	555000	36.55	63.45
651kb_full_HGT_region	556000	37.90	62.10
651kb_full_HGT_region	557000	41.65	58.35
651kb_full_HGT_region	558000	43.95	56.05
651kb_full_HGT_region	559000	40.05	59.95
651kb_full_HGT_region	560000	36.70	63.30
651kb_full_HGT_region	561000	39.00	61.00
651kb_full_HGT_region	562000	42.75	57.25
651kb_full_HGT_region	563000	42.45	57.55
651kb_full_HGT_region	564000	40.75	59.25
651kb_full_HGT_region	565000	37.75	62.25
651kb_full_HGT_region	566000	35.25	64.75
651kb_full_HGT_region	567000	32.15	67.85
651kb_full_HGT_region	568000	31.80	68.20
651kb_full_HGT_region	569000	39.35	60.65
651kb_full_HGT_region	570000	39.80	60.20
651kb_full_HGT_region	571000	36.30	63.70
651kb_full_HGT_region	572000	37.50	62.50
651kb_full_HGT_region	573000	38.10	61.90
651kb_full_HGT_region	574000	37.45	62.55
651kb_full_HGT_region	575000	38.10	61.90
651kb_full_HGT_region	576000	39.70	60.30
651kb_full_HGT_region	577000	41.75	58.25
651kb_full_HGT_region	578000	40.60	59.40
651kb_full_HGT_region	579000	39.30	60.70
651kb_full_HGT_region	580000	42.35	57.65
651kb_full_HGT_region	581000	41.60	58.40
651kb_full_HGT_region	582000	37.60	62.40
651kb_full_HGT_region	583000	36.50	63.50
651kb_full_HGT_region	584000	38.65	61.35
651kb_full_HGT_region	585000	41.60	58.40
651kb_full_HGT_region	586000	40.10	59.90
651kb_full_HGT_region	587000	40.40	59.60
651kb_full_HGT_region	588000	44.65	55.35
651kb_full_HGT_region	589000	47.55	52.45
651kb_full_HGT_region	590000	45.45	54.55
651kb_full_HGT_region	591000	39.80	60.20
651kb_full_HGT_region	592000	37.85	62.15
651kb_full_HGT_region	593000	39.25	60.75
651kb_full_HGT_region	594000	42.90	57.10
651kb_full_HGT_region	595000	45.45	54.55
651kb_full_HGT_region	596000	45.50	54.50
651kb_full_HGT_region	597000	45.90	54.10
651kb_full_HGT_region	598000	46.55	53.45
651kb_full_HGT_region	599000	45.20	54.80
651kb_full_HGT_region	600000	45.75	54.25
651kb_full_HGT_region	601000	47.00	53.00
651kb_full_HGT_region	602000	45.95	54.05
651kb_full_HGT_region	603000	44.60	55.40
651kb_full_HGT_region	604000	41.25	58.75
651kb_full_HGT_region	605000	39.45	60.55
651kb_full_HGT_region	606000	40.00	60.00
