Scaffold	Position	GC_Content	AT_Content
SUPER_GRC2	16700000	33.83	66.17
SUPER_GRC2	16800000	33.14	66.86
SUPER_GRC2	16900000	34.06	65.94
SUPER_GRC2	17000000	35.13	64.87
SUPER_GRC2	17100000	35.41	64.59
SUPER_GRC2	17200000	37.98	62.02
SUPER_GRC2	17300000	39.14	60.86
SUPER_GRC2	17400000	37.66	62.34
SUPER_GRC2	17500000	37.14	62.86
SUPER_GRC2	17600000	36.38	63.62
SUPER_GRC2	17700000	35.72	64.28
SUPER_GRC2	17800000	35.16	64.84
SUPER_GRC2	17900000	34.97	65.03
SUPER_GRC2	18000000	37.33	62.57
SUPER_GRC2	18100000	38.56	61.34
SUPER_GRC2	18200000	37.39	62.61
SUPER_GRC2	18300000	37.77	62.23
SUPER_GRC2	18400000	37.82	62.18
SUPER_GRC2	18500000	37.50	62.50
SUPER_GRC2	18600000	36.46	63.54
SUPER_GRC2	18700000	35.45	64.45
SUPER_GRC2	18800000	35.51	64.29
SUPER_GRC2	18900000	35.56	64.34
SUPER_GRC2	19000000	35.74	64.26
SUPER_GRC2	19100000	36.29	63.71
SUPER_GRC2	19200000	37.22	62.78
SUPER_GRC2	19300000	38.51	61.49
SUPER_GRC2	19400000	38.89	61.11
SUPER_GRC2	19500000	38.39	61.51
SUPER_GRC2	19600000	36.20	63.70
SUPER_GRC2	19700000	34.24	65.76
SUPER_GRC2	19800000	35.21	64.79
SUPER_GRC2	19900000	35.89	64.11
SUPER_GRC2	20000000	35.63	64.37
SUPER_GRC2	20100000	35.04	64.96
SUPER_GRC2	20200000	35.87	64.13
SUPER_GRC2	20300000	36.77	63.23
SUPER_GRC2	20400000	36.18	63.82
SUPER_GRC2	20500000	34.50	65.50
SUPER_GRC2	20600000	33.82	66.18
SUPER_GRC2	20700000	34.50	65.50
SUPER_GRC2	20800000	34.73	65.27
SUPER_GRC2	20900000	34.79	65.21
SUPER_GRC2	21000000	34.41	65.59
SUPER_GRC2	21100000	35.17	64.73
SUPER_GRC2	21200000	37.11	62.79
SUPER_GRC2	21300000	38.96	61.04
SUPER_GRC2	21400000	39.82	60.18
SUPER_GRC2	21500000	39.27	60.73
SUPER_GRC2	21600000	37.00	63.00
SUPER_GRC2	21700000	34.79	65.11
SUPER_GRC2	21800000	34.60	65.30
SUPER_GRC2	21900000	34.81	65.09
SUPER_GRC2	22000000	33.29	66.61
SUPER_GRC2	22100000	32.69	67.21
SUPER_GRC2	22200000	33.90	66.00
SUPER_GRC2	22300000	34.16	65.84
SUPER_GRC2	22400000	33.18	66.72
SUPER_GRC2	22500000	33.55	66.34
SUPER_GRC2	22600000	35.19	64.81
SUPER_GRC2	22700000	36.29	63.71
SUPER_GRC2	22800000	35.91	63.99
SUPER_GRC2	22900000	34.97	64.93
SUPER_GRC2	23000000	35.82	64.18
SUPER_GRC2	23100000	36.35	63.54
SUPER_GRC2	23200000	35.50	64.40
SUPER_GRC2	23300000	34.92	65.08
SUPER_GRC2	23400000	35.87	64.03
SUPER_GRC2	23500000	36.61	63.29
SUPER_GRC2	23600000	36.29	63.71
SUPER_GRC2	23700000	35.00	65.00
SUPER_GRC2	23800000	34.36	65.64
SUPER_GRC2	23900000	34.87	65.13
SUPER_GRC2	24000000	36.78	63.12
SUPER_GRC2	24100000	37.00	62.90
SUPER_GRC2	24200000	35.71	64.29
SUPER_GRC2	24300000	35.08	64.92
SUPER_GRC2	24400000	34.51	65.49
SUPER_GRC2	24500000	35.46	64.54
SUPER_GRC2	24600000	36.40	63.60
SUPER_GRC2	24700000	37.12	62.88
SUPER_GRC2	24800000	37.21	62.59
SUPER_GRC2	24900000	37.20	62.50
SUPER_GRC2	25000000	37.64	62.26
SUPER_GRC2	25100000	38.06	61.94
SUPER_GRC2	25200000	37.02	62.98
SUPER_GRC2	25300000	35.64	64.36
SUPER_GRC2	25400000	35.33	64.67
SUPER_GRC2	25500000	35.50	64.50
SUPER_GRC2	25600000	35.86	64.14
SUPER_GRC2	25700000	34.97	65.03
SUPER_GRC2	25800000	35.40	64.50
SUPER_GRC2	25900000	36.33	63.47
SUPER_GRC2	26000000	36.52	63.38
SUPER_GRC2	26100000	38.20	61.80
SUPER_GRC2	26200000	37.87	62.13
SUPER_GRC2	26300000	36.46	63.54
SUPER_GRC2	26400000	36.40	63.60
SUPER_GRC2	26500000	36.21	63.79
SUPER_GRC2	26600000	35.81	64.19
SUPER_GRC2	26700000	35.68	64.22
SUPER_GRC2	26800000	36.13	63.77
SUPER_GRC2	26900000	37.78	62.22
SUPER_GRC2	27000000	38.30	61.70
SUPER_GRC2	27100000	38.10	61.90
SUPER_GRC2	27200000	38.33	61.67
SUPER_GRC2	27300000	38.65	61.35
SUPER_GRC2	27400000	38.67	61.33
SUPER_GRC2	27500000	36.50	63.50
SUPER_GRC2	27600000	35.16	64.74
SUPER_GRC2	27700000	35.45	64.45
SUPER_GRC2	27800000	35.49	64.51
SUPER_GRC2	27900000	35.67	64.23
SUPER_GRC2	28000000	34.20	65.70
SUPER_GRC2	28100000	33.39	66.61
SUPER_GRC2	28200000	34.31	65.69
SUPER_GRC2	28300000	34.21	65.79
SUPER_GRC2	28400000	33.62	66.38
SUPER_GRC2	28500000	33.97	66.03
SUPER_GRC2	28600000	34.04	65.96
SUPER_GRC2	28700000	33.97	66.03
SUPER_GRC2	28800000	34.75	65.25
SUPER_GRC2	28900000	35.75	64.25
SUPER_GRC2	29000000	37.68	62.22
SUPER_GRC2	29100000	38.51	61.39
SUPER_GRC2	29200000	36.98	62.92
SUPER_GRC2	29300000	35.30	64.60
SUPER_GRC2	29400000	35.28	64.72
SUPER_GRC2	29500000	35.41	64.49
SUPER_GRC2	29600000	35.12	64.68
SUPER_GRC2	29700000	34.14	65.76
SUPER_GRC2	29800000	33.25	66.75
SUPER_GRC2	29900000	34.13	65.87
SUPER_GRC2	30000000	34.88	65.12
SUPER_GRC2	30100000	34.51	65.49
SUPER_GRC2	30200000	34.87	65.13
SUPER_GRC2	30300000	34.92	65.08
SUPER_GRC2	30400000	35.34	64.56
SUPER_GRC2	30500000	35.59	64.31
SUPER_GRC2	30600000	34.61	65.19
SUPER_GRC2	30700000	34.09	65.71
SUPER_GRC2	30800000	33.96	65.94
SUPER_GRC2	30900000	34.34	65.56
SUPER_GRC2	31000000	36.27	63.73
SUPER_GRC2	31100000	35.40	64.60
SUPER_GRC2	31200000	32.96	66.94
SUPER_GRC2	31300000	32.79	67.11
SUPER_GRC2	31400000	33.02	66.88
SUPER_GRC2	31500000	33.16	66.64
SUPER_GRC2	31600000	32.69	67.11
SUPER_GRC2	31700000	35.10	64.80
SUPER_GRC2	31800000	37.11	62.89
SUPER_GRC2	31900000	37.18	62.72
SUPER_GRC2	32000000	36.42	63.48
SUPER_GRC2	32100000	34.60	65.40
SUPER_GRC2	32200000	33.84	66.06
SUPER_GRC2	32300000	33.21	66.59
SUPER_GRC2	32400000	32.32	67.58
SUPER_GRC2	32500000	32.96	66.94
SUPER_GRC2	32600000	34.51	65.39
SUPER_GRC2	32700000	33.75	66.25
SUPER_GRC2	32800000	33.23	66.67
SUPER_GRC2	32900000	34.16	65.75
SUPER_GRC2	33000000	34.06	65.94
SUPER_GRC2	33100000	34.89	65.11
SUPER_GRC2	33200000	35.56	64.44
SUPER_GRC2	33300000	34.95	65.05
SUPER_GRC2	33400000	34.72	65.18
SUPER_GRC2	33500000	34.49	65.41
SUPER_GRC2	33600000	34.62	65.38
SUPER_GRC2	33700000	34.35	65.65
SUPER_GRC2	33800000	34.55	65.45
SUPER_GRC2	33900000	34.14	65.86
SUPER_GRC2	34000000	33.74	66.26
SUPER_GRC2	34100000	34.32	65.68
SUPER_GRC2	34200000	34.54	65.46
SUPER_GRC2	34300000	34.49	65.51
SUPER_GRC2	34400000	34.53	65.47
SUPER_GRC2	34500000	34.17	65.83
SUPER_GRC2	34600000	34.23	65.77
SUPER_GRC2	34700000	35.06	64.94
SUPER_GRC2	34800000	34.64	65.36
SUPER_GRC2	34900000	33.82	66.18
SUPER_GRC2	35000000	33.15	66.85
SUPER_GRC2	35100000	33.71	66.29
SUPER_GRC2	35200000	34.41	65.59
SUPER_GRC2	35300000	34.20	65.70
SUPER_GRC2	35400000	34.44	65.46
SUPER_GRC2	35500000	34.26	65.64
SUPER_GRC2	35600000	33.26	66.64
SUPER_GRC2	35700000	33.13	66.77
SUPER_GRC2	35800000	33.77	66.13
SUPER_GRC2	35900000	35.49	64.51
SUPER_GRC2	36000000	36.89	63.11
SUPER_GRC2	36100000	37.18	62.82
SUPER_GRC2	36200000	36.77	63.23
SUPER_GRC2	36300000	35.66	64.34
SUPER_GRC2	36400000	35.24	64.76
SUPER_GRC2	36500000	36.77	63.23
SUPER_GRC2	36600000	37.66	62.34
SUPER_GRC2	36700000	36.63	63.37
SUPER_GRC2	36800000	36.23	63.67
SUPER_GRC2	36900000	35.22	64.68
SUPER_GRC2	37000000	35.26	64.54
SUPER_GRC2	37100000	35.92	63.88
SUPER_GRC2	37200000	34.80	65.10
SUPER_GRC2	37300000	35.24	64.66
SUPER_GRC2	37400000	36.54	63.46
SUPER_GRC2	37500000	35.67	64.33
SUPER_GRC2	37600000	34.81	65.19
SUPER_GRC2	37700000	34.21	65.79
SUPER_GRC2	37800000	33.12	66.88
SUPER_GRC2	37900000	33.22	66.68
SUPER_GRC2	38000000	34.74	65.06
SUPER_GRC2	38100000	35.17	64.62
SUPER_GRC2	38200000	34.56	65.24
SUPER_GRC2	38300000	34.68	65.22
SUPER_GRC2	38400000	34.16	65.84
SUPER_GRC2	38500000	33.59	66.31
SUPER_GRC2	38600000	34.35	65.55
SUPER_GRC2	38700000	35.43	64.57
SUPER_GRC2	38800000	35.31	64.69
SUPER_GRC2	38900000	34.96	65.04
SUPER_GRC2	39000000	35.08	64.92
SUPER_GRC2	39100000	35.23	64.77
SUPER_GRC2	39200000	37.00	63.00
SUPER_GRC2	39300000	37.13	62.87
SUPER_GRC2	39400000	35.58	64.32
SUPER_GRC2	39500000	35.25	64.65
SUPER_GRC2	39600000	35.00	65.00
SUPER_GRC2	39700000	35.00	65.00
SUPER_GRC2	39800000	35.11	64.89
SUPER_GRC2	39900000	35.25	64.75
SUPER_GRC2	40000000	35.16	64.84
SUPER_GRC2	40100000	35.07	64.93
SUPER_GRC2	40200000	35.17	64.83
SUPER_GRC2	40300000	34.93	65.07
SUPER_GRC2	40400000	34.74	65.26
SUPER_GRC2	40500000	35.07	64.93
SUPER_GRC2	40600000	35.05	64.95
SUPER_GRC2	40700000	34.75	65.25
SUPER_GRC2	40800000	31.43	68.47
SUPER_GRC2	40900000	28.07	71.83
SUPER_GRC2	41000000	31.58	68.42
SUPER_GRC2	41100000	35.14	64.86
SUPER_GRC2	41200000	35.30	64.70
SUPER_GRC2	41300000	34.95	65.05
SUPER_GRC2	41400000	34.69	65.31
SUPER_GRC2	41500000	34.60	65.30
SUPER_GRC2	41600000	34.56	65.34
SUPER_GRC2	41700000	35.36	64.64
SUPER_GRC2	41800000	35.42	64.58
SUPER_GRC2	41900000	35.22	64.78
SUPER_GRC2	42000000	37.90	62.10
SUPER_GRC2	42100000	39.47	60.53
SUPER_GRC2	42200000	38.89	61.01
SUPER_GRC2	42300000	38.73	61.17
SUPER_GRC2	42400000	38.94	60.96
SUPER_GRC2	42500000	39.49	60.41
SUPER_GRC2	42600000	39.38	60.52
SUPER_GRC2	42700000	37.66	62.24
SUPER_GRC2	42800000	37.21	62.79
SUPER_GRC2	42900000	37.37	62.63
SUPER_GRC2	43000000	35.94	64.06
SUPER_GRC2	43100000	36.62	63.38
SUPER_GRC2	43200000	38.70	61.30
SUPER_GRC2	43300000	39.51	60.49
SUPER_GRC2	43400000	38.06	61.94
SUPER_GRC2	43500000	37.40	62.60
SUPER_GRC2	43600000	36.73	63.27
SUPER_GRC2	43700000	35.53	64.47
SUPER_GRC2	43800000	35.80	64.20
SUPER_GRC2	43900000	35.64	64.36
SUPER_GRC2	44000000	36.50	63.50
SUPER_GRC2	44100000	36.80	63.20
SUPER_GRC2	44200000	35.05	64.95
SUPER_GRC2	44300000	36.14	63.86
SUPER_GRC2	44400000	38.02	61.98
SUPER_GRC2	44500000	38.23	61.77
SUPER_GRC2	44600000	37.98	62.02
SUPER_GRC2	44700000	37.33	62.67
SUPER_GRC2	44800000	36.83	63.17
SUPER_GRC2	44900000	36.85	63.04
SUPER_GRC2	45000000	36.59	63.31
SUPER_GRC2	45100000	35.97	64.03
SUPER_GRC2	45200000	35.62	64.38
SUPER_GRC2	45300000	35.96	64.04
SUPER_GRC2	45400000	35.61	64.29
SUPER_GRC2	45500000	34.34	65.56
SUPER_GRC2	45600000	35.10	64.80
SUPER_GRC2	45700000	36.57	63.23
SUPER_GRC2	45800000	36.40	63.40
SUPER_GRC2	45900000	36.15	63.75
SUPER_GRC2	46000000	36.76	63.24
SUPER_GRC2	46100000	37.09	62.81
SUPER_GRC2	46200000	37.12	62.78
SUPER_GRC2	46300000	36.92	63.08
SUPER_GRC2	46400000	36.28	63.72
SUPER_GRC2	46500000	35.47	64.53
SUPER_GRC2	46600000	35.65	64.35
SUPER_GRC2	46700000	36.70	63.30
SUPER_GRC2	46800000	37.76	62.14
SUPER_GRC2	46900000	37.89	62.01
SUPER_GRC2	47000000	37.09	62.91
SUPER_GRC2	47100000	36.02	63.98
SUPER_GRC2	47200000	36.37	63.53
SUPER_GRC2	47300000	39.31	60.59
SUPER_GRC2	47400000	41.46	58.54
SUPER_GRC2	47500000	39.99	59.91
SUPER_GRC2	47600000	36.41	63.49
SUPER_GRC2	47700000	34.48	65.52
SUPER_GRC2	47800000	34.95	65.05
SUPER_GRC2	47900000	35.70	64.30
SUPER_GRC2	48000000	35.65	64.35
SUPER_GRC2	48100000	35.44	64.56
SUPER_GRC2	48200000	35.84	64.06
SUPER_GRC2	48300000	35.98	63.92
SUPER_GRC2	48400000	36.28	63.72
SUPER_GRC2	48500000	36.53	63.47
SUPER_GRC2	48600000	36.40	63.60
SUPER_GRC2	48700000	35.52	64.48
SUPER_GRC2	48800000	35.53	64.46
SUPER_GRC2	48900000	37.31	62.59
SUPER_GRC2	49000000	38.09	61.81
SUPER_GRC2	49100000	37.61	62.39
SUPER_GRC2	49200000	35.62	64.38
SUPER_GRC2	49300000	34.04	65.86
SUPER_GRC2	49400000	36.26	63.64
SUPER_GRC2	49500000	37.90	62.10
SUPER_GRC2	49600000	37.92	62.08
SUPER_GRC2	49700000	37.88	62.12
SUPER_GRC2	49800000	37.90	62.00
SUPER_GRC2	49900000	39.56	60.34
SUPER_GRC2	50000000	38.76	61.14
SUPER_GRC2	50100000	36.58	63.22
SUPER_GRC2	50200000	35.87	64.03
SUPER_GRC2	50300000	35.55	64.45
SUPER_GRC2	50400000	35.81	64.09
SUPER_GRC2	50500000	35.73	64.07
SUPER_GRC2	50600000	35.18	64.72
SUPER_GRC2	50700000	34.77	65.13
SUPER_GRC2	50800000	34.69	65.21
SUPER_GRC2	50900000	35.10	64.80
SUPER_GRC2	51000000	35.32	64.58
SUPER_GRC2	51100000	35.94	64.06
SUPER_GRC2	51200000	35.84	64.06
SUPER_GRC2	51300000	36.16	63.74
SUPER_GRC2	51400000	37.43	62.57
SUPER_GRC2	51500000	36.47	63.53
SUPER_GRC2	51600000	35.50	64.50
SUPER_GRC2	51700000	35.06	64.84
SUPER_GRC2	51800000	34.72	65.18
SUPER_GRC2	51900000	34.79	65.21
SUPER_GRC2	52000000	34.41	65.59
SUPER_GRC2	52100000	35.13	64.87
SUPER_GRC2	52200000	36.42	63.48
SUPER_GRC2	52300000	36.46	63.34
SUPER_GRC2	52400000	36.95	62.95
SUPER_GRC2	52500000	36.78	63.22
SUPER_GRC2	52600000	35.65	64.25
SUPER_GRC2	52700000	35.80	64.10
SUPER_GRC2	52800000	38.41	61.49
SUPER_GRC2	52900000	40.71	59.19
SUPER_GRC2	53000000	39.32	60.68
SUPER_GRC2	53100000	36.38	63.62
SUPER_GRC2	53200000	36.51	63.49
SUPER_GRC2	53300000	37.18	62.82
SUPER_GRC2	53400000	36.61	63.39
SUPER_GRC2	53500000	38.16	61.85
SUPER_GRC2	53600000	38.13	61.87
SUPER_GRC2	53700000	36.64	63.36
SUPER_GRC2	53800000	36.48	63.52
SUPER_GRC2	53900000	37.02	62.98
SUPER_GRC2	54000000	37.19	62.71
SUPER_GRC2	54100000	36.64	63.26
SUPER_GRC2	54200000	36.48	63.52
SUPER_GRC2	54300000	35.80	64.20
SUPER_GRC2	54400000	35.24	64.66
SUPER_GRC2	54500000	35.32	64.58
SUPER_GRC2	54600000	35.85	64.05
SUPER_GRC2	54700000	36.94	62.96
SUPER_GRC2	54800000	36.39	63.51
SUPER_GRC2	54900000	36.14	63.66
SUPER_GRC2	55000000	35.58	64.32
SUPER_GRC2	55100000	35.04	64.96
SUPER_GRC2	55200000	35.34	64.66
SUPER_GRC2	55300000	35.03	64.97
SUPER_GRC2	55400000	35.47	64.53
SUPER_GRC2	55500000	36.45	63.55
SUPER_GRC2	55600000	36.86	63.14
SUPER_GRC2	55700000	36.28	63.62
SUPER_GRC2	55800000	36.24	63.66
SUPER_GRC2	55900000	35.86	64.04
SUPER_GRC2	56000000	34.66	65.14
SUPER_GRC2	56100000	35.82	64.08
SUPER_GRC2	56200000	36.52	63.48
SUPER_GRC2	56300000	36.32	63.68
SUPER_GRC2	56400000	36.57	63.43
SUPER_GRC2	56500000	35.79	64.21
SUPER_GRC2	56600000	37.00	63.00
SUPER_GRC2	56700000	38.05	61.85
SUPER_GRC2	56800000	37.36	62.54
SUPER_GRC2	56900000	37.68	62.32
SUPER_GRC2	57000000	37.61	62.39
SUPER_GRC2	57100000	36.96	63.04
SUPER_GRC2	57200000	37.29	62.71
SUPER_GRC2	57300000	37.53	62.37
SUPER_GRC2	57400000	37.52	62.38
SUPER_GRC2	57500000	37.74	62.26
SUPER_GRC2	57600000	37.48	62.52
SUPER_GRC2	57700000	36.53	63.47
SUPER_GRC2	57800000	35.74	64.26
SUPER_GRC2	57900000	35.95	63.95
SUPER_GRC2	58000000	36.22	63.69
SUPER_GRC2	58100000	36.04	63.96
SUPER_GRC2	58200000	36.55	63.35
SUPER_GRC2	58300000	38.97	60.93
SUPER_GRC2	58400000	40.74	59.16
SUPER_GRC2	58500000	40.67	59.13
SUPER_GRC2	58600000	40.58	59.32
SUPER_GRC2	58700000	39.35	60.65
SUPER_GRC2	58800000	39.15	60.86
SUPER_GRC2	58900000	40.21	59.79
SUPER_GRC2	59000000	39.66	60.14
SUPER_GRC2	59100000	37.40	62.40
SUPER_GRC2	59200000	37.57	62.33
SUPER_GRC2	59300000	38.93	60.87
SUPER_GRC2	59400000	35.40	64.50
SUPER_GRC2	59500000	35.54	64.46
SUPER_GRC2	59600000	38.17	61.73
SUPER_GRC2	59700000	37.42	62.48
SUPER_GRC2	59800000	36.98	63.02
SUPER_GRC2	59900000	36.99	63.01
SUPER_GRC2	60000000	36.83	63.07
SUPER_GRC2	60100000	35.76	64.14
SUPER_GRC2	60200000	35.71	64.29
SUPER_GRC2	60300000	36.07	63.83
SUPER_GRC2	60400000	37.04	62.86
SUPER_GRC2	60500000	38.02	61.88
SUPER_GRC2	60600000	37.20	62.70
SUPER_GRC2	60700000	36.78	63.22
SUPER_GRC2	60800000	37.56	62.44
SUPER_GRC2	60900000	37.13	62.87
SUPER_GRC2	61000000	36.45	63.55
SUPER_GRC2	61100000	36.22	63.78
SUPER_GRC2	61200000	36.52	63.38
SUPER_GRC2	61300000	37.82	62.08
SUPER_GRC2	61400000	38.20	61.80
SUPER_GRC2	61500000	38.55	61.45
SUPER_GRC2	61600000	38.97	61.03
SUPER_GRC2	61700000	38.23	61.67
SUPER_GRC2	61800000	36.70	63.10
SUPER_GRC2	61900000	36.08	63.82
SUPER_GRC2	62000000	36.64	63.36
SUPER_GRC2	62100000	36.66	63.34
SUPER_GRC2	62200000	36.39	63.51
SUPER_GRC2	62300000	35.84	64.06
SUPER_GRC2	62400000	35.14	64.86
SUPER_GRC2	62500000	35.73	64.27
SUPER_GRC2	62600000	36.83	63.17
SUPER_GRC2	62700000	36.71	63.19
SUPER_GRC2	62800000	36.56	63.34
SUPER_GRC2	62900000	36.98	63.02
SUPER_GRC2	63000000	36.84	63.16
SUPER_GRC2	63100000	37.12	62.88
SUPER_GRC2	63200000	37.76	62.24
SUPER_GRC2	63300000	37.66	62.34
SUPER_GRC2	63400000	37.00	63.00
